Step 0, overlap = 0.683, params = -64.7522, -24.2551, 0.0175, 1.3995
Step 55, overlap = 0.783, params = -64.7460, -24.3567, 0.5009, 1.7825
Step 56, overlap = 0.783, params = -64.7398, -24.3523, 0.4992, 1.7835
Step 57, overlap = 0.783, params = -64.7460, -24.3567, 0.4974, 1.7845
Step 58, overlap = 0.783, params = -64.7398, -24.3523, 0.4957, 1.7855
Step 59, overlap = 0.783, params = -64.7460, -24.3479, 0.4939, 1.7865
Step 60, overlap = 0.783, params = -64.7398, -24.3523, 0.4922, 1.7875
Step 61, overlap = 0.783, params = -64.7460, -24.3479, 0.4939, 1.7885
Step 62, overlap = 0.783, params = -64.7398, -24.3523, 0.4922, 1.7895
Step 63, overlap = 0.783, params = -64.7460, -24.3479, 0.4939, 1.7905
Step 64, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.7915
Step 65, overlap = 0.783, params = -64.7460, -24.3479, 0.4904, 1.7925
Step 66, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.7935
Step 67, overlap = 0.783, params = -64.7460, -24.3479, 0.4904, 1.7945
Step 68, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.7955
Step 69, overlap = 0.783, params = -64.7460, -24.3479, 0.4904, 1.7965
Step 70, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.7975
Step 71, overlap = 0.783, params = -64.7460, -24.3479, 0.4904, 1.7985
Step 72, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.7995
Step 73, overlap = 0.783, params = -64.7460, -24.3479, 0.4904, 1.8005
Step 74, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8015
Step 75, overlap = 0.783, params = -64.7460, -24.3479, 0.4904, 1.8025
Step 76, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8035
Step 77, overlap = 0.783, params = -64.7460, -24.3390, 0.4904, 1.8045
Step 78, overlap = 0.783, params = -64.7398, -24.3435, 0.4887, 1.8055
Step 79, overlap = 0.783, params = -64.7460, -24.3390, 0.4904, 1.8065
Step 80, overlap = 0.783, params = -64.7398, -24.3435, 0.4887, 1.8075
Step 81, overlap = 0.783, params = -64.7460, -24.3390, 0.4904, 1.8085
Step 82, overlap = 0.783, params = -64.7398, -24.3435, 0.4887, 1.8095
Step 83, overlap = 0.783, params = -64.7460, -24.3390, 0.4904, 1.8105
Step 84, overlap = 0.783, params = -64.7398, -24.3435, 0.4887, 1.8115
Step 85, overlap = 0.783, params = -64.7460, -24.3390, 0.4904, 1.8125
Step 86, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8135
Step 87, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8145
Step 88, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8155
Step 89, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8165
Step 90, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8175
Step 91, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8185
Step 92, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8195
Step 93, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8205
Step 94, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8215
Step 95, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8225
Step 96, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8235
Step 97, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8245
Step 98, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8255
Step 99, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8265
Step 100, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8275
Step 101, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8285
Step 102, overlap = 0.783, params = -64.7398, -24.3435, 0.4922, 1.8295
Step 103, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8305
Step 104, overlap = 0.783, params = -64.7273, -24.3435, 0.4957, 1.8315
Step 105, overlap = 0.783, params = -64.7336, -24.3390, 0.4974, 1.8325
Step 106, overlap = 0.783, params = -64.7273, -24.3435, 0.4957, 1.8335
Step 107, overlap = 0.783, params = -64.7336, -24.3390, 0.4974, 1.8345
Step 108, overlap = 0.783, params = -64.7273, -24.3435, 0.4957, 1.8355
Step 109, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8365
Step 110, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8375
Step 111, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8385
Step 112, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8395
Step 113, overlap = 0.783, params = -64.7336, -24.3390, 0.4939, 1.8405
Step 114, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8415
Step 115, overlap = 0.784, params = -64.7336, -24.3390, 0.4939, 1.8425
Step 116, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8435
Step 117, overlap = 0.784, params = -64.7336, -24.3390, 0.4939, 1.8445
Step 118, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8455
Step 119, overlap = 0.784, params = -64.7336, -24.3390, 0.4939, 1.8465
Step 120, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8475
Step 121, overlap = 0.784, params = -64.7211, -24.3390, 0.4939, 1.8485
Step 122, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8495
Step 123, overlap = 0.784, params = -64.7211, -24.3390, 0.4939, 1.8505
Step 124, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8515
Step 125, overlap = 0.784, params = -64.7211, -24.3390, 0.4939, 1.8525
Step 126, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8535
Step 127, overlap = 0.784, params = -64.7211, -24.3390, 0.4939, 1.8545
Step 128, overlap = 0.784, params = -64.7273, -24.3346, 0.4957, 1.8535
